row_id,is_urban,age,female,married,education_level,literacy,can_add,can_divide,can_calc_percents,can_calc_compounding,employed_last_year,share_hh_income_provided,income_ag_livestock_last_year,income_friends_family_last_year,income_government_last_year,income_own_business_last_year,income_private_sector_last_year,income_public_sector_last_year,num_times_borrowed_last_year,borrowing_recency,formal_savings,informal_savings,cash_property_savings,has_insurance,has_investment,bank_interest_rate,mm_interest_rate,mfi_interest_rate,other_fsp_interest_rate,num_shocks_last_year,avg_shock_strength_last_year,borrowed_for_emergency_last_year,borrowed_for_daily_expenses_last_year,borrowed_for_home_or_biz_last_year,phone_technology,can_call,can_text,can_use_internet,can_make_transaction,phone_ownership,advanced_phone_use,reg_bank_acct,reg_mm_acct,reg_formal_nbfi_account,financially_included,active_bank_user,active_mm_user,active_formal_nbfi_user,active_informal_nbfi_user,nonreg_active_mm_user,num_formal_institutions_last_year,num_informal_institutions_last_year,num_financial_activities_last_year,poverty_probability,country_A,country_C,country_D,country_F,country_G,country_I,country_J,religion_N,religion_O,religion_P,religion_Q,religion_X,relationship_to_hh_head_Father/Mother,relationship_to_hh_head_Head,relationship_to_hh_head_Other,relationship_to_hh_head_Sister/Brother,relationship_to_hh_head_Son/Daughter,relationship_to_hh_head_Spouse,relationship_to_hh_head_Unknown,employment_category_last_year_employed,employment_category_last_year_housewife_or_student,employment_category_last_year_other,employment_category_last_year_retired_or_disabled,employment_category_last_year_unemployed,employment_type_last_year_irregular_seasonal,employment_type_last_year_not_working,employment_type_last_year_other,employment_type_last_year_salaried,employment_type_last_year_self_employed
2835,1,40,1,1,2.0,1,1,1,1,1,1,4.0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0.981,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2836,0,33,1,1,2.0,1,1,1,0,0,0,2.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2837,1,58,0,1,2.0,1,0,1,0,0,1,5.0,0,0,0,1,0,0,1,2,0,0,0,0,0,6.0,0.0,0.0,0.0,0,0.0,0,0,1,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0.185,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2838,1,35,1,1,0.0,0,1,1,0,1,1,2.0,1,0,0,0,0,0,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,1,0,0,1,1,0,0,0,2,0,0,1,0,1,0,1,0,1,0,1,1,2,0.929,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2839,1,25,0,1,1.0,1,1,1,0,1,0,5.0,0,0,0,0,0,0,3,2,1,0,1,0,0,0.0,0.0,0.0,0.0,1,5.0,1,0,1,2,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,5,0.814,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2840,0,45,1,0,1.0,1,1,1,0,1,1,3.0,0,0,0,1,0,0,2,2,1,0,1,0,1,0.0,0.0,0.0,0.0,5,3.8,1,1,1,1,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,5,0.271,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2841,0,29,1,1,1.0,1,1,0,1,1,0,2.0,0,1,0,0,0,0,1,2,1,1,1,0,0,0.0,0.0,0.0,0.0,1,1.0,1,0,1,2,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,4,0.756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2842,0,22,0,0,0.0,0,1,1,1,1,1,2.0,1,1,0,0,0,0,2,2,1,0,0,0,0,0.0,0.0,0.0,0.0,3,5.0,1,1,1,2,1,0,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,7,0.105,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2843,0,60,1,0,0.0,0,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2844,1,50,1,0,2.0,0,1,1,1,1,1,2.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,5.0,0,0,0,3,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,3,0.216,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2845,0,26,0,0,2.0,1,1,1,1,0,1,5.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.482,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2846,1,18,1,0,3.0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2847,0,30,0,0,2.0,1,1,1,1,1,1,4.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2848,0,28,1,1,1.0,0,0,1,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1.5,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.814,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2849,0,33,1,1,1.0,1,1,1,0,1,1,2.0,1,1,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,2,1,1,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0.97,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2850,0,63,0,1,1.0,1,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.079,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2851,1,40,1,0,1.0,1,1,1,0,1,1,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5.0,0,0,1,1,1,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0.368,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2852,0,26,1,1,1.0,0,1,1,0,0,1,2.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2.5,0,0,0,1,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,4,0.824,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2853,0,21,0,0,0.0,0,1,1,0,1,1,3.0,1,0,0,1,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.664,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2854,0,60,0,0,2.0,1,1,1,1,1,1,2.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2855,0,40,0,1,2.0,1,1,1,1,1,1,5.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,2,1,1,0,0,2,1,1,0,0,1,1,0,0,0,1,2,0,2,0.26,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2856,0,16,0,0,1.0,0,1,1,0,0,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8490000000000001,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2857,0,29,1,1,2.0,1,1,1,1,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,2,3.0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0.894,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2858,1,25,1,0,2.0,1,1,1,1,0,0,4.0,1,1,0,0,0,0,1,2,1,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0.035,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2859,1,37,1,1,1.0,0,1,0,0,0,1,2.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,2,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.321,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2860,0,55,0,1,1.0,0,1,1,0,0,1,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,1,5.0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.894,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2861,0,22,0,0,1.0,1,1,1,0,0,1,2.0,1,0,0,0,0,1,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.282,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2862,1,24,0,0,1.0,1,1,0,0,0,1,4.0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0.939,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2863,0,24,0,0,3.0,1,1,1,1,1,1,2.0,0,1,0,0,0,0,2,2,1,0,0,0,1,0.0,0.0,0.0,0.0,4,1.0,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,0,0,0,0,1,0,5,0.449,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
2864,1,35,1,1,1.0,1,1,0,1,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2865,0,39,1,1,0.0,0,0,1,0,1,1,5.0,0,0,0,0,0,0,1,2,0,1,1,0,0,0.0,0.0,0.0,12.0,3,4.666666666666667,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2866,1,45,0,1,0.0,1,1,1,0,0,1,5.0,0,0,0,0,0,0,3,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0.997,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2867,1,21,0,1,2.0,1,1,1,0,0,1,5.0,0,0,0,0,1,0,1,2,0,1,0,0,0,0.0,0.0,12.0,0.0,0,0.0,0,1,0,2,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,3,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2868,0,40,0,1,1.0,1,1,1,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2869,0,39,1,1,1.0,1,1,0,0,0,1,1.0,0,1,0,0,1,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.482,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2870,0,21,1,1,1.0,1,1,1,0,0,1,2.0,1,0,0,1,1,0,1,2,1,0,1,0,1,0.0,0.0,0.0,0.0,2,2.0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,1,1,1,1,3,0.471,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2871,0,30,0,1,1.0,1,1,1,0,0,1,5.0,1,0,0,1,0,0,1,2,0,1,1,0,1,0.0,0.0,0.0,0.0,2,2.0,0,0,1,2,1,1,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,1,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2872,0,40,1,1,1.0,1,1,1,1,1,1,3.0,0,0,0,1,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.894,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2873,0,42,0,1,1.0,1,1,1,1,0,1,3.0,1,0,0,0,0,0,2,2,0,0,0,0,1,0.0,0.0,0.0,0.0,3,2.333333333333333,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2874,1,37,0,1,1.0,1,1,1,0,0,1,5.0,1,0,0,0,0,0,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.7509999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2875,0,54,1,1,1.0,1,1,1,1,1,1,3.0,1,1,0,1,0,0,2,2,1,1,1,0,1,35.0,0.0,0.0,0.0,3,4.666666666666667,1,0,1,1,1,1,0,1,2,0,1,1,1,1,1,1,1,0,0,3,0,4,0.4529999999999999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2876,0,19,1,1,2.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,1,1.0,0,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2877,0,31,1,1,2.0,1,1,1,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7509999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2878,0,19,1,1,3.0,1,1,1,1,0,0,1.0,1,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,3,1,1,1,1,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
2879,0,71,1,0,0.0,0,1,0,0,0,0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,4.666666666666667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
2880,0,27,1,1,3.0,1,1,1,1,1,1,4.0,0,0,0,1,0,0,2,2,1,0,0,1,1,0.0,0.0,0.0,0.0,0,0.0,1,0,0,3,1,1,1,0,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0.875,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2881,0,24,0,0,1.0,0,1,0,1,0,1,2.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,3,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0.715,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2882,0,19,1,1,0.0,0,1,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.886,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2883,0,35,1,1,1.0,0,1,1,0,1,1,3.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.964,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2884,0,36,1,1,0.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0.515,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2885,0,30,1,1,2.0,1,1,1,1,0,0,1.0,0,1,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,12.0,0.0,1,2.0,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,2,0.633,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2886,1,55,0,1,2.0,1,1,1,0,0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,1,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,1,0,1,0.447,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2887,0,41,1,1,1.0,0,1,0,1,1,1,3.0,1,1,0,0,0,0,2,2,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4.5,1,1,1,1,1,1,0,0,2,0,0,1,0,1,0,1,0,1,0,1,1,3,0.216,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2888,1,30,0,1,3.0,1,1,1,1,1,1,4.0,1,1,0,0,1,0,2,2,0,0,1,0,1,0.0,3.0,0.0,0.0,2,5.0,1,0,0,3,1,1,1,1,2,1,0,1,0,1,0,1,0,0,0,1,0,5,0.183,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2889,0,65,0,0,1.0,0,1,1,1,1,0,2.0,0,0,1,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,0.664,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2890,0,22,0,0,1.0,1,1,1,0,1,0,2.0,1,1,0,0,0,0,1,2,1,0,0,0,0,0.0,0.0,0.0,0.0,2,4.0,1,1,0,2,1,1,1,1,2,0,0,1,0,1,0,1,0,0,0,1,0,3,0.826,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
2891,0,16,0,1,1.0,1,1,1,0,0,0,4.0,0,0,0,0,0,0,1,2,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2892,0,23,1,1,2.0,1,1,1,1,1,1,2.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0.0,30.0,0.0,0.0,1,2.0,0,0,0,3,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,1,0,2,0.574,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2893,0,19,0,0,3.0,1,1,1,0,1,0,1.0,1,1,0,0,0,0,1,2,0,0,1,0,0,0.0,0.0,0.0,0.0,3,2.333333333333333,0,1,0,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,1,1,0,2,0.409,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2894,1,80,1,0,1.0,0,1,1,1,0,0,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,1,5.0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2895,0,50,1,1,0.0,0,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2896,0,30,1,1,1.0,0,1,1,0,0,0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,2,0.982,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2897,0,15,1,0,2.0,1,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2898,1,29,1,1,1.0,1,1,0,0,1,1,2.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4.0,0,0,0,3,0,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,0,2,0.2319999999999999,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2899,0,35,1,1,1.0,1,1,1,1,0,1,2.0,1,0,0,0,0,0,1,2,0,1,1,0,0,0.0,0.0,0.0,20.0,3,3.6666666666666665,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.715,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
2900,0,19,1,0,2.0,1,1,0,0,1,0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.0,0.0,0.0,0.0,4,1.0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
2901,1,30,1,1,3.0,1,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3939999999999999,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2902,0,42,1,0,0.0,0,0,1,1,1,1,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2.0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.772,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2903,0,60,1,0,0.0,0,1,1,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2904,0,16,1,1,0.0,0,1,1,0,0,1,2.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2905,1,35,1,1,1.0,0,1,1,1,1,0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,3,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,1,0.456,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
